100, 0.97344
600, 0.940992
1100, 0.982289
1600, 1.02211
2100, 0.894638
2600, 0.801216
3100, 0.9703
3600, 0.927472
4100, 0.904587
4600, 1.02211
5100, 0.982984
5600, 0.947366
6100, 0.941524
6600, 0.926243
7100, 0.90763
7600, 0.914521
8100, 0.996274
8600, 1.0074
9100, 0.97237
9600, 0.977496
10100, 0.958983
10600, 0.986297
11100, 0.940115
11600, 0.989384
12100, 0.964591
12600, 0.935584
13100, 0.909535
13600, 0.95483
14100, 0.934779
14600, 0.952104
15100, 0.952811
15600, 0.934128
16100, 0.906932
16600, 0.93591
17100, 0.933022
17600, 0.945232
18100, 0.952465
18600, 0.97658
19100, 0.945919
19600, 0.912352
20100, 0.924042
20600, 0.952176
21100, 0.928689
21600, 0.928824
22100, 0.979607
22600, 0.967841
23100, 0.964591
23600, 0.956941
24100, 0.943146
24600, 0.959986
25100, 0.931167
25600, 0.959751
26100, 0.929803
26600, 0.926598
27100, 0.9465
27600, 0.954042
28100, 0.93187
28600, 0.985012
29100, 0.946679
29600, 0.940554
30100, 0.934632
30600, 0.919042
31100, 0.95153
31600, 0.95126
32100, 0.92219
32600, 0.967169
33100, 0.956677
33600, 0.939833
34100, 0.958596
34600, 0.944181
35100, 0.965952
35600, 0.936799
36100, 0.941352
36600, 0.942854
37100, 0.947989
37600, 0.931758
38100, 0.964753
38600, 0.932838
39100, 0.912195
39600, 0.938042
40100, 0.941397
40600, 0.934119
41100, 0.928202
41600, 0.942786
42100, 0.951474
42600, 0.927967
43100, 0.933463
43600, 0.962723
44100, 0.94651
44600, 0.949213
45100, 0.95164
45600, 0.95807
46100, 0.985687
46600, 0.943568
47100, 0.946366
47600, 0.94665
48100, 0.930536
48600, 0.945399
49100, 0.917928
49600, 0.950085
50100, 0.941381
50600, 0.921305
51100, 0.934579
51600, 0.949293
52100, 0.937006
52600, 0.94568
53100, 0.931643
53600, 0.941295
54100, 0.937273
54600, 0.942418
55100, 0.933336
55600, 0.926869
56100, 0.95765
56600, 0.965873
57100, 0.949061
57600, 0.940654
58100, 0.945292
58600, 0.929918
59100, 0.953345
59600, 0.946327
60100, 0.946229
60600, 0.930711
61100, 0.957349
61600, 0.970438
62100, 0.954003
62600, 0.917615
63100, 0.930862
63600, 0.938084
64100, 0.952331
64600, 0.95144
65100, 0.929777
65600, 0.943168
66100, 0.952528
66600, 0.936607
67100, 0.956321
67600, 0.963936
68100, 0.930271
68600, 0.939242
69100, 0.934136
69600, 0.941272
70100, 0.94775
70600, 0.941452
71100, 0.952766
71600, 0.947608
72100, 0.933746
72600, 0.932679
73100, 0.957593
73600, 0.939713
74100, 0.938759
74600, 0.93599
75100, 0.938443
75600, 0.940606
76100, 0.958602
76600, 0.943068
77100, 0.942507
77600, 0.940072
78100, 0.958982
78600, 0.950404
79100, 0.950919
79600, 0.953751
80100, 0.939291
80600, 0.949044
81100, 0.942592
81600, 0.952444
82100, 0.939293
82600, 0.941031
83100, 0.944389
83600, 0.934083
84100, 0.948323
84600, 0.951693
85100, 0.948046
85600, 0.939097
86100, 0.960212
86600, 0.960064
87100, 0.932759
87600, 0.949326
88100, 0.938082
88600, 0.944215
89100, 0.939025
89600, 0.930309
90100, 0.949995
90600, 0.942496
91100, 0.925783
91600, 0.951123
92100, 0.94448
92600, 0.947054
93100, 0.949078
93600, 0.935896
94100, 0.984923
94600, 0.950493
95100, 0.938331
95600, 0.95165
96100, 0.966147
96600, 0.951069
97100, 0.956297
97600, 0.956884
98100, 0.968776
98600, 0.934443
99100, 0.927862
99600, 0.951743
